Indice;Algoritmo;Aridade_D;Tamanho;Tipo;Tempo_ms;Memoria_KB;Trocas
3;DHeapMax;3;100000;aleatorio;19;0;1045613
4;DHeapMax;3;100000;aleatorio;23;0;1045613
5;DHeapMax;3;100000;aleatorio;22;0;1045613
6;DHeapMax;3;100000;aleatorio;17;0;1045613
7;DHeapMax;3;100000;aleatorio;19;0;1045613
8;DHeapMax;3;100000;aleatorio;16;0;1045613
9;DHeapMax;3;100000;aleatorio;16;0;1045613
10;DHeapMax;3;100000;aleatorio;17;0;1045613
11;DHeapMax;3;100000;aleatorio;18;0;1045613
12;DHeapMax;3;100000;aleatorio;23;0;1045613
13;DHeapMax;3;100000;aleatorio;17;0;1045613
14;DHeapMax;3;100000;aleatorio;21;0;1045613
15;DHeapMax;3;100000;aleatorio;16;0;1045613
16;DHeapMax;3;100000;aleatorio;24;0;1045613
17;DHeapMax;3;100000;aleatorio;18;0;1045613
18;DHeapMax;3;100000;aleatorio;22;0;1045613
19;DHeapMax;3;100000;aleatorio;18;0;1045613
20;DHeapMax;3;100000;aleatorio;17;0;1045613
1;DHeapMax;4;100000;aleatorio;19;0;854999
2;DHeapMax;4;100000;aleatorio;16;0;854999
3;DHeapMax;4;100000;aleatorio;16;0;854999
4;DHeapMax;4;100000;aleatorio;21;0;854999
5;DHeapMax;4;100000;aleatorio;25;0;854999
6;DHeapMax;4;100000;aleatorio;16;0;854999
7;DHeapMax;4;100000;aleatorio;16;0;854999
8;DHeapMax;4;100000;aleatorio;15;0;854999
9;DHeapMax;4;100000;aleatorio;17;0;854999
10;DHeapMax;4;100000;aleatorio;15;0;854999
11;DHeapMax;4;100000;aleatorio;17;0;854999
12;DHeapMax;4;100000;aleatorio;15;0;854999
13;DHeapMax;4;100000;aleatorio;16;0;854999
14;DHeapMax;4;100000;aleatorio;20;0;854999
15;DHeapMax;4;100000;aleatorio;26;0;854999
16;DHeapMax;4;100000;aleatorio;15;0;854999
17;DHeapMax;4;100000;aleatorio;19;0;854999
18;DHeapMax;4;100000;aleatorio;17;0;854999
19;DHeapMax;4;100000;aleatorio;16;0;854999
20;DHeapMax;4;100000;aleatorio;16;0;854999
1;DHeapMax;8;100000;aleatorio;23;0;618389
2;DHeapMax;8;100000;aleatorio;28;0;618389
3;DHeapMax;8;100000;aleatorio;27;0;618389
4;DHeapMax;8;100000;aleatorio;31;0;618389
5;DHeapMax;8;100000;aleatorio;21;0;618389
6;DHeapMax;8;100000;aleatorio;19;0;618389
7;DHeapMax;8;100000;aleatorio;17;0;618389
8;DHeapMax;8;100000;aleatorio;17;0;618389
9;DHeapMax;8;100000;aleatorio;17;0;618389
10;DHeapMax;8;100000;aleatorio;17;0;618389
11;DHeapMax;8;100000;aleatorio;17;0;618389
12;DHeapMax;8;100000;aleatorio;33;0;618389
13;DHeapMax;8;100000;aleatorio;30;0;618389
14;DHeapMax;8;100000;aleatorio;31;0;618389
15;DHeapMax;8;100000;aleatorio;33;0;618389
16;DHeapMax;8;100000;aleatorio;24;0;618389
17;DHeapMax;8;100000;aleatorio;20;0;618389
18;DHeapMax;8;100000;aleatorio;24;0;618389
19;DHeapMax;8;100000;aleatorio;21;0;618389
20;DHeapMax;8;100000;aleatorio;20;0;618389
1;DHeapMin;2;100000;aleatorio;25;0;1574825
2;DHeapMin;2;100000;aleatorio;19;0;1574825
3;DHeapMin;2;100000;aleatorio;24;0;1574825
4;DHeapMin;2;100000;aleatorio;22;0;1574825
5;DHeapMin;2;100000;aleatorio;23;0;1574825
6;DHeapMin;2;100000;aleatorio;21;0;1574825
7;DHeapMin;2;100000;aleatorio;23;0;1574825
8;DHeapMin;2;100000;aleatorio;22;0;1574825
9;DHeapMin;2;100000;aleatorio;22;0;1574825
10;DHeapMin;2;100000;aleatorio;24;0;1574825
11;DHeapMin;2;100000;aleatorio;20;0;1574825
12;DHeapMin;2;100000;aleatorio;30;0;1574825
13;DHeapMin;2;100000;aleatorio;21;0;1574825
14;DHeapMin;2;100000;aleatorio;25;0;1574825
15;DHeapMin;2;100000;aleatorio;21;0;1574825
16;DHeapMin;2;100000;aleatorio;21;0;1574825
17;DHeapMin;2;100000;aleatorio;21;0;1574825
18;DHeapMin;2;100000;aleatorio;28;0;1574825
19;DHeapMin;2;100000;aleatorio;28;0;1574825
20;DHeapMin;2;100000;aleatorio;22;0;1574825
1;DHeapMin;3;100000;aleatorio;21;0;1045384
2;DHeapMin;3;100000;aleatorio;23;0;1045384
3;DHeapMin;3;100000;aleatorio;17;0;1045384
4;DHeapMin;3;100000;aleatorio;17;0;1045384
5;DHeapMin;3;100000;aleatorio;19;0;1045384
6;DHeapMin;3;100000;aleatorio;17;0;1045384
7;DHeapMin;3;100000;aleatorio;20;0;1045384
8;DHeapMin;3;100000;aleatorio;19;0;1045384
9;DHeapMin;3;100000;aleatorio;18;0;1045384
10;DHeapMin;3;100000;aleatorio;16;0;1045384
11;DHeapMin;3;100000;aleatorio;25;0;1045384
12;DHeapMin;3;100000;aleatorio;22;0;1045384
13;DHeapMin;3;100000;aleatorio;17;0;1045384
14;DHeapMin;3;100000;aleatorio;23;0;1045384
15;DHeapMin;3;100000;aleatorio;20;0;1045384
16;DHeapMin;3;100000;aleatorio;27;0;1045384
17;DHeapMin;3;100000;aleatorio;24;0;1045384
18;DHeapMin;3;100000;aleatorio;19;0;1045384
19;DHeapMin;3;100000;aleatorio;16;0;1045384
20;DHeapMin;3;100000;aleatorio;18;0;1045384
1;DHeapMin;4;100000;aleatorio;19;0;855194
2;DHeapMin;4;100000;aleatorio;18;0;855194
3;DHeapMin;4;100000;aleatorio;16;0;855194
4;DHeapMin;4;100000;aleatorio;21;0;855194
5;DHeapMin;4;100000;aleatorio;16;0;855194
6;DHeapMin;4;100000;aleatorio;21;0;855194
7;DHeapMin;4;100000;aleatorio;16;0;855194
8;DHeapMin;4;100000;aleatorio;20;0;855194
9;DHeapMin;4;100000;aleatorio;17;0;855194
10;DHeapMin;4;100000;aleatorio;18;0;855194
11;DHeapMin;4;100000;aleatorio;20;0;855194
12;DHeapMin;4;100000;aleatorio;24;0;855194
13;DHeapMin;4;100000;aleatorio;17;0;855194
14;DHeapMin;4;100000;aleatorio;16;0;855194
15;DHeapMin;4;100000;aleatorio;16;0;855194
16;DHeapMin;4;100000;aleatorio;28;0;855194
17;DHeapMin;4;100000;aleatorio;21;0;855194
18;DHeapMin;4;100000;aleatorio;18;0;855194
19;DHeapMin;4;100000;aleatorio;17;0;855194
20;DHeapMin;4;100000;aleatorio;17;0;855194
1;DHeapMin;8;100000;aleatorio;19;0;618084
2;DHeapMin;8;100000;aleatorio;18;0;618084
3;DHeapMin;8;100000;aleatorio;20;0;618084
4;DHeapMin;8;100000;aleatorio;19;0;618084
5;DHeapMin;8;100000;aleatorio;22;0;618084
6;DHeapMin;8;100000;aleatorio;18;0;618084
7;DHeapMin;8;100000;aleatorio;22;0;618084
8;DHeapMin;8;100000;aleatorio;18;0;618084
9;DHeapMin;8;100000;aleatorio;18;0;618084
10;DHeapMin;8;100000;aleatorio;18;0;618084
11;DHeapMin;8;100000;aleatorio;18;0;618084
12;DHeapMin;8;100000;aleatorio;19;0;618084
13;DHeapMin;8;100000;aleatorio;29;0;618084
14;DHeapMin;8;100000;aleatorio;19;0;618084
15;DHeapMin;8;100000;aleatorio;18;0;618084
16;DHeapMin;8;100000;aleatorio;23;0;618084
17;DHeapMin;8;100000;aleatorio;31;0;618084
18;DHeapMin;8;100000;aleatorio;26;0;618084
19;DHeapMin;8;100000;aleatorio;22;0;618084
20;DHeapMin;8;100000;aleatorio;20;0;618084
1;SmoothSort;1;100000;aleatorio;16;0;2152070
2;SmoothSort;1;100000;aleatorio;14;0;2152070
3;SmoothSort;1;100000;aleatorio;15;0;2152070
4;SmoothSort;1;100000;aleatorio;15;0;2152070
5;SmoothSort;1;100000;aleatorio;17;0;2152070
6;SmoothSort;1;100000;aleatorio;19;0;2152070
7;SmoothSort;1;100000;aleatorio;15;0;2152070
8;SmoothSort;1;100000;aleatorio;17;0;2152070
9;SmoothSort;1;100000;aleatorio;15;0;2152070
10;SmoothSort;1;100000;aleatorio;18;0;2152070
11;SmoothSort;1;100000;aleatorio;15;0;2152070
12;SmoothSort;1;100000;aleatorio;14;0;2152070
13;SmoothSort;1;100000;aleatorio;15;0;2152070
14;SmoothSort;1;100000;aleatorio;21;0;2152070
15;SmoothSort;1;100000;aleatorio;31;0;2152070
16;SmoothSort;1;100000;aleatorio;23;0;2152070
17;SmoothSort;1;100000;aleatorio;26;0;2152070
18;SmoothSort;1;100000;aleatorio;19;0;2152070
19;SmoothSort;1;100000;aleatorio;17;0;2152070
20;SmoothSort;1;100000;aleatorio;15;0;2152070
1;DHeapMax;2;100000;ordenado;17;0;1650854
2;DHeapMax;2;100000;ordenado;14;0;1650854
3;DHeapMax;2;100000;ordenado;14;0;1650854
4;DHeapMax;2;100000;ordenado;13;0;1650854
5;DHeapMax;2;100000;ordenado;13;0;1650854
6;DHeapMax;2;100000;ordenado;14;0;1650854
7;DHeapMax;2;100000;ordenado;17;0;1650854
8;DHeapMax;2;100000;ordenado;13;0;1650854
9;DHeapMax;2;100000;ordenado;16;0;1650854
10;DHeapMax;2;100000;ordenado;14;0;1650854
11;DHeapMax;2;100000;ordenado;14;0;1650854
12;DHeapMax;2;100000;ordenado;13;0;1650854
13;DHeapMax;2;100000;ordenado;13;0;1650854
14;DHeapMax;2;100000;ordenado;13;0;1650854
15;DHeapMax;2;100000;ordenado;13;0;1650854
16;DHeapMax;2;100000;ordenado;13;0;1650854
17;DHeapMax;2;100000;ordenado;13;0;1650854
18;DHeapMax;2;100000;ordenado;15;0;1650854
19;DHeapMax;2;100000;ordenado;23;0;1650854
20;DHeapMax;2;100000;ordenado;19;0;1650854
1;DHeapMax;3;100000;ordenado;15;0;1109664
2;DHeapMax;3;100000;ordenado;16;0;1109664
3;DHeapMax;3;100000;ordenado;13;0;1109664
4;DHeapMax;3;100000;ordenado;14;0;1109664
5;DHeapMax;3;100000;ordenado;12;0;1109664
6;DHeapMax;3;100000;ordenado;11;0;1109664
7;DHeapMax;3;100000;ordenado;12;0;1109664
8;DHeapMax;3;100000;ordenado;11;0;1109664
9;DHeapMax;3;100000;ordenado;11;0;1109664
10;DHeapMax;3;100000;ordenado;11;0;1109664
11;DHeapMax;3;100000;ordenado;13;0;1109664
12;DHeapMax;3;100000;ordenado;11;0;1109664
13;DHeapMax;3;100000;ordenado;12;0;1109664
14;DHeapMax;3;100000;ordenado;13;0;1109664
15;DHeapMax;3;100000;ordenado;11;0;1109664
16;DHeapMax;3;100000;ordenado;13;0;1109664
17;DHeapMax;3;100000;ordenado;11;0;1109664
18;DHeapMax;3;100000;ordenado;12;0;1109664
19;DHeapMax;3;100000;ordenado;14;0;1109664
20;DHeapMax;3;100000;ordenado;14;0;1109664
1;DHeapMax;4;100000;ordenado;10;0;908142
2;DHeapMax;4;100000;ordenado;10;0;908142
3;DHeapMax;4;100000;ordenado;11;0;908142
4;DHeapMax;4;100000;ordenado;12;0;908142
5;DHeapMax;4;100000;ordenado;13;0;908142
6;DHeapMax;4;100000;ordenado;22;0;908142
7;DHeapMax;4;100000;ordenado;15;0;908142
8;DHeapMax;4;100000;ordenado;10;0;908142
9;DHeapMax;4;100000;ordenado;12;0;908142
10;DHeapMax;4;100000;ordenado;11;0;908142
11;DHeapMax;4;100000;ordenado;10;0;908142
12;DHeapMax;4;100000;ordenado;10;0;908142
13;DHeapMax;4;100000;ordenado;10;0;908142
14;DHeapMax;4;100000;ordenado;10;0;908142
15;DHeapMax;4;100000;ordenado;10;0;908142
16;DHeapMax;4;100000;ordenado;10;0;908142
17;DHeapMax;4;100000;ordenado;10;0;908142
18;DHeapMax;4;100000;ordenado;11;0;908142
19;DHeapMax;4;100000;ordenado;10;0;908142
20;DHeapMax;4;100000;ordenado;14;0;908142
1;DHeapMax;8;100000;ordenado;11;0;669268
2;DHeapMax;8;100000;ordenado;10;0;669268
3;DHeapMax;8;100000;ordenado;12;0;669268
4;DHeapMax;8;100000;ordenado;10;0;669268
5;DHeapMax;8;100000;ordenado;10;0;669268
6;DHeapMax;8;100000;ordenado;10;0;669268
7;DHeapMax;8;100000;ordenado;10;0;669268
8;DHeapMax;8;100000;ordenado;11;0;669268
9;DHeapMax;8;100000;ordenado;10;0;669268
10;DHeapMax;8;100000;ordenado;12;0;669268
11;DHeapMax;8;100000;ordenado;11;0;669268
12;DHeapMax;8;100000;ordenado;11;0;669268
13;DHeapMax;8;100000;ordenado;11;0;669268
14;DHeapMax;8;100000;ordenado;17;0;669268
15;DHeapMax;8;100000;ordenado;16;0;669268
16;DHeapMax;8;100000;ordenado;12;0;669268
17;DHeapMax;8;100000;ordenado;17;0;669268
18;DHeapMax;8;100000;ordenado;11;0;669268
19;DHeapMax;8;100000;ordenado;10;0;669268
20;DHeapMax;8;100000;ordenado;11;0;669268
1;DHeapMin;2;100000;ordenado;17;0;1497434
2;DHeapMin;2;100000;ordenado;15;0;1497434
3;DHeapMin;2;100000;ordenado;19;0;1497434
4;DHeapMin;2;100000;ordenado;17;0;1497434
5;DHeapMin;2;100000;ordenado;18;0;1497434
6;DHeapMin;2;100000;ordenado;14;0;1497434
7;DHeapMin;2;100000;ordenado;14;0;1497434
8;DHeapMin;2;100000;ordenado;15;0;1497434
9;DHeapMin;2;100000;ordenado;15;0;1497434
10;DHeapMin;2;100000;ordenado;15;0;1497434
11;DHeapMin;2;100000;ordenado;16;0;1497434
12;DHeapMin;2;100000;ordenado;14;0;1497434
13;DHeapMin;2;100000;ordenado;14;0;1497434
14;DHeapMin;2;100000;ordenado;15;0;1497434
15;DHeapMin;2;100000;ordenado;14;0;1497434
16;DHeapMin;2;100000;ordenado;16;0;1497434
17;DHeapMin;2;100000;ordenado;19;0;1497434
18;DHeapMin;2;100000;ordenado;19;0;1497434
19;DHeapMin;2;100000;ordenado;16;0;1497434
20;DHeapMin;2;100000;ordenado;15;0;1497434
1;DHeapMin;3;100000;ordenado;18;0;1017330
2;DHeapMin;3;100000;ordenado;14;0;1017330
3;DHeapMin;3;100000;ordenado;12;0;1017330
4;DHeapMin;3;100000;ordenado;11;0;1017330
5;DHeapMin;3;100000;ordenado;11;0;1017330
6;DHeapMin;3;100000;ordenado;11;0;1017330
7;DHeapMin;3;100000;ordenado;11;0;1017330
8;DHeapMin;3;100000;ordenado;11;0;1017330
9;DHeapMin;3;100000;ordenado;15;0;1017330
10;DHeapMin;3;100000;ordenado;11;0;1017330
11;DHeapMin;3;100000;ordenado;12;0;1017330
12;DHeapMin;3;100000;ordenado;15;0;1017330
13;DHeapMin;3;100000;ordenado;12;0;1017330
14;DHeapMin;3;100000;ordenado;12;0;1017330
15;DHeapMin;3;100000;ordenado;12;0;1017330
16;DHeapMin;3;100000;ordenado;11;0;1017330
17;DHeapMin;3;100000;ordenado;12;0;1017330
18;DHeapMin;3;100000;ordenado;11;0;1017330
19;DHeapMin;3;100000;ordenado;12;0;1017330
20;DHeapMin;3;100000;ordenado;12;0;1017330
1;DHeapMin;4;100000;ordenado;12;0;838762
2;DHeapMin;4;100000;ordenado;11;0;838762
3;DHeapMin;4;100000;ordenado;17;0;838762
4;DHeapMin;4;100000;ordenado;16;0;838762
5;DHeapMin;4;100000;ordenado;13;0;838762
6;DHeapMin;4;100000;ordenado;12;0;838762
7;DHeapMin;4;100000;ordenado;13;0;838762
8;DHeapMin;4;100000;ordenado;11;0;838762
9;DHeapMin;4;100000;ordenado;14;0;838762
10;DHeapMin;4;100000;ordenado;16;0;838762
11;DHeapMin;4;100000;ordenado;11;0;838762
12;DHeapMin;4;100000;ordenado;12;0;838762
13;DHeapMin;4;100000;ordenado;13;0;838762
14;DHeapMin;4;100000;ordenado;13;0;838762
15;DHeapMin;4;100000;ordenado;17;0;838762
16;DHeapMin;4;100000;ordenado;11;0;838762
17;DHeapMin;4;100000;ordenado;17;0;838762
18;DHeapMin;4;100000;ordenado;13;0;838762
19;DHeapMin;4;100000;ordenado;12;0;838762
20;DHeapMin;4;100000;ordenado;13;0;838762
1;DHeapMin;8;100000;ordenado;12;0;594398
2;DHeapMin;8;100000;ordenado;12;0;594398
3;DHeapMin;8;100000;ordenado;11;0;594398
4;DHeapMin;8;100000;ordenado;11;0;594398
5;DHeapMin;8;100000;ordenado;16;0;594398
6;DHeapMin;8;100000;ordenado;17;0;594398
7;DHeapMin;8;100000;ordenado;17;0;594398
8;DHeapMin;8;100000;ordenado;22;0;594398
9;DHeapMin;8;100000;ordenado;15;0;594398
10;DHeapMin;8;100000;ordenado;15;0;594398
11;DHeapMin;8;100000;ordenado;12;0;594398
12;DHeapMin;8;100000;ordenado;12;0;594398
13;DHeapMin;8;100000;ordenado;12;0;594398
14;DHeapMin;8;100000;ordenado;13;0;594398
15;DHeapMin;8;100000;ordenado;18;0;594398
16;DHeapMin;8;100000;ordenado;11;0;594398
17;DHeapMin;8;100000;ordenado;12;0;594398
18;DHeapMin;8;100000;ordenado;12;0;594398
19;DHeapMin;8;100000;ordenado;11;0;594398
20;DHeapMin;8;100000;ordenado;15;0;594398
1;SmoothSort;1;100000;ordenado;0;0;0
2;SmoothSort;1;100000;ordenado;0;0;0
3;SmoothSort;1;100000;ordenado;0;0;0
4;SmoothSort;1;100000;ordenado;0;0;0
5;SmoothSort;1;100000;ordenado;0;0;0
6;SmoothSort;1;100000;ordenado;0;0;0
7;SmoothSort;1;100000;ordenado;1;0;0
8;SmoothSort;1;100000;ordenado;0;0;0
9;SmoothSort;1;100000;ordenado;0;0;0
10;SmoothSort;1;100000;ordenado;0;0;0
11;SmoothSort;1;100000;ordenado;0;0;0
12;SmoothSort;1;100000;ordenado;0;0;0
13;SmoothSort;1;100000;ordenado;0;0;0
14;SmoothSort;1;100000;ordenado;0;0;0
15;SmoothSort;1;100000;ordenado;0;0;0
16;SmoothSort;1;100000;ordenado;0;0;0
17;SmoothSort;1;100000;ordenado;0;0;0
18;SmoothSort;1;100000;ordenado;0;0;0
19;SmoothSort;1;100000;ordenado;0;0;0
20;SmoothSort;1;100000;ordenado;0;0;0
1;DHeapMax;2;100000;invertido;15;0;1497434
2;DHeapMax;2;100000;invertido;12;0;1497434
3;DHeapMax;2;100000;invertido;12;0;1497434
4;DHeapMax;2;100000;invertido;13;0;1497434
5;DHeapMax;2;100000;invertido;13;0;1497434
6;DHeapMax;2;100000;invertido;20;0;1497434
7;DHeapMax;2;100000;invertido;16;0;1497434
8;DHeapMax;2;100000;invertido;14;0;1497434
9;DHeapMax;2;100000;invertido;16;0;1497434
10;DHeapMax;2;100000;invertido;14;0;1497434
11;DHeapMax;2;100000;invertido;13;0;1497434
12;DHeapMax;2;100000;invertido;12;0;1497434
13;DHeapMax;2;100000;invertido;13;0;1497434
14;DHeapMax;2;100000;invertido;19;0;1497434
15;DHeapMax;2;100000;invertido;16;0;1497434
16;DHeapMax;2;100000;invertido;14;0;1497434
17;DHeapMax;2;100000;invertido;15;0;1497434
18;DHeapMax;2;100000;invertido;12;0;1497434
19;DHeapMax;2;100000;invertido;19;0;1497434
20;DHeapMax;2;100000;invertido;14;0;1497434
1;DHeapMax;3;100000;invertido;14;0;1017330
2;DHeapMax;3;100000;invertido;13;0;1017330
3;DHeapMax;3;100000;invertido;12;0;1017330
4;DHeapMax;3;100000;invertido;11;0;1017330
5;DHeapMax;3;100000;invertido;11;0;1017330
6;DHeapMax;3;100000;invertido;12;0;1017330
7;DHeapMax;3;100000;invertido;10;0;1017330
8;DHeapMax;3;100000;invertido;12;0;1017330
9;DHeapMax;3;100000;invertido;11;0;1017330
10;DHeapMax;3;100000;invertido;17;0;1017330
11;DHeapMax;3;100000;invertido;18;0;1017330
12;DHeapMax;3;100000;invertido;13;0;1017330
13;DHeapMax;3;100000;invertido;12;0;1017330
14;DHeapMax;3;100000;invertido;12;0;1017330
15;DHeapMax;3;100000;invertido;13;0;1017330
16;DHeapMax;3;100000;invertido;11;0;1017330
17;DHeapMax;3;100000;invertido;11;0;1017330
18;DHeapMax;3;100000;invertido;11;0;1017330
19;DHeapMax;3;100000;invertido;11;0;1017330
20;DHeapMax;3;100000;invertido;10;0;1017330
1;DHeapMax;4;100000;invertido;11;0;838762
2;DHeapMax;4;100000;invertido;11;0;838762
3;DHeapMax;4;100000;invertido;12;0;838762
4;DHeapMax;4;100000;invertido;19;0;838762
5;DHeapMax;4;100000;invertido;10;0;838762
6;DHeapMax;4;100000;invertido;12;0;838762
7;DHeapMax;4;100000;invertido;10;0;838762
8;DHeapMax;4;100000;invertido;10;0;838762
9;DHeapMax;4;100000;invertido;11;0;838762
10;DHeapMax;4;100000;invertido;10;0;838762
11;DHeapMax;4;100000;invertido;10;0;838762
12;DHeapMax;4;100000;invertido;10;0;838762
13;DHeapMax;4;100000;invertido;10;0;838762
14;DHeapMax;4;100000;invertido;11;0;838762
15;DHeapMax;4;100000;invertido;12;0;838762
16;DHeapMax;4;100000;invertido;10;0;838762
17;DHeapMax;4;100000;invertido;11;0;838762
18;DHeapMax;4;100000;invertido;15;0;838762
19;DHeapMax;4;100000;invertido;16;0;838762
20;DHeapMax;4;100000;invertido;13;0;838762
1;DHeapMax;8;100000;invertido;11;0;594398
2;DHeapMax;8;100000;invertido;10;0;594398
3;DHeapMax;8;100000;invertido;10;0;594398
4;DHeapMax;8;100000;invertido;10;0;594398
5;DHeapMax;8;100000;invertido;10;0;594398
6;DHeapMax;8;100000;invertido;10;0;594398
7;DHeapMax;8;100000;invertido;10;0;594398
8;DHeapMax;8;100000;invertido;11;0;594398
9;DHeapMax;8;100000;invertido;11;0;594398
10;DHeapMax;8;100000;invertido;10;0;594398
11;DHeapMax;8;100000;invertido;11;0;594398
12;DHeapMax;8;100000;invertido;13;0;594398
13;DHeapMax;8;100000;invertido;10;0;594398
14;DHeapMax;8;100000;invertido;10;0;594398
15;DHeapMax;8;100000;invertido;21;0;594398
16;DHeapMax;8;100000;invertido;13;0;594398
17;DHeapMax;8;100000;invertido;12;0;594398
18;DHeapMax;8;100000;invertido;13;0;594398
19;DHeapMax;8;100000;invertido;14;0;594398
20;DHeapMax;8;100000;invertido;12;0;594398
1;DHeapMin;2;100000;invertido;19;0;1650854
2;DHeapMin;2;100000;invertido;16;0;1650854
3;DHeapMin;2;100000;invertido;14;0;1650854
4;DHeapMin;2;100000;invertido;25;0;1650854
5;DHeapMin;2;100000;invertido;18;0;1650854
6;DHeapMin;2;100000;invertido;16;0;1650854
7;DHeapMin;2;100000;invertido;15;0;1650854
8;DHeapMin;2;100000;invertido;14;0;1650854
9;DHeapMin;2;100000;invertido;14;0;1650854
10;DHeapMin;2;100000;invertido;15;0;1650854
11;DHeapMin;2;100000;invertido;13;0;1650854
12;DHeapMin;2;100000;invertido;15;0;1650854
13;DHeapMin;2;100000;invertido;16;0;1650854
14;DHeapMin;2;100000;invertido;14;0;1650854
15;DHeapMin;2;100000;invertido;18;0;1650854
16;DHeapMin;2;100000;invertido;15;0;1650854
17;DHeapMin;2;100000;invertido;16;0;1650854
18;DHeapMin;2;100000;invertido;15;0;1650854
19;DHeapMin;2;100000;invertido;22;0;1650854
20;DHeapMin;2;100000;invertido;14;0;1650854
1;DHeapMin;3;100000;invertido;11;0;1109664
2;DHeapMin;3;100000;invertido;12;0;1109664
3;DHeapMin;3;100000;invertido;12;0;1109664
4;DHeapMin;3;100000;invertido;11;0;1109664
5;DHeapMin;3;100000;invertido;16;0;1109664
6;DHeapMin;3;100000;invertido;12;0;1109664
7;DHeapMin;3;100000;invertido;22;0;1109664
8;DHeapMin;3;100000;invertido;14;0;1109664
9;DHeapMin;3;100000;invertido;12;0;1109664
10;DHeapMin;3;100000;invertido;12;0;1109664
11;DHeapMin;3;100000;invertido;11;0;1109664
12;DHeapMin;3;100000;invertido;12;0;1109664
13;DHeapMin;3;100000;invertido;12;0;1109664
14;DHeapMin;3;100000;invertido;11;0;1109664
15;DHeapMin;3;100000;invertido;11;0;1109664
16;DHeapMin;3;100000;invertido;12;0;1109664
17;DHeapMin;3;100000;invertido;12;0;1109664
18;DHeapMin;3;100000;invertido;12;0;1109664
19;DHeapMin;3;100000;invertido;12;0;1109664
20;DHeapMin;3;100000;invertido;13;0;1109664
1;DHeapMin;4;100000;invertido;12;0;908142
2;DHeapMin;4;100000;invertido;13;0;908142
3;DHeapMin;4;100000;invertido;11;0;908142
4;DHeapMin;4;100000;invertido;11;0;908142
5;DHeapMin;4;100000;invertido;12;0;908142
6;DHeapMin;4;100000;invertido;15;0;908142
7;DHeapMin;4;100000;invertido;16;0;908142
8;DHeapMin;4;100000;invertido;11;0;908142
9;DHeapMin;4;100000;invertido;11;0;908142
10;DHeapMin;4;100000;invertido;13;0;908142
11;DHeapMin;4;100000;invertido;17;0;908142
12;DHeapMin;4;100000;invertido;21;0;908142
13;DHeapMin;4;100000;invertido;23;0;908142
14;DHeapMin;4;100000;invertido;17;0;908142
15;DHeapMin;4;100000;invertido;16;0;908142
16;DHeapMin;4;100000;invertido;14;0;908142
17;DHeapMin;4;100000;invertido;13;0;908142
18;DHeapMin;4;100000;invertido;11;0;908142
19;DHeapMin;4;100000;invertido;14;0;908142
20;DHeapMin;4;100000;invertido;11;0;908142
1;DHeapMin;8;100000;invertido;11;0;669268
2;DHeapMin;8;100000;invertido;11;0;669268
3;DHeapMin;8;100000;invertido;11;0;669268
4;DHeapMin;8;100000;invertido;14;0;669268
5;DHeapMin;8;100000;invertido;12;0;669268
6;DHeapMin;8;100000;invertido;14;0;669268
7;DHeapMin;8;100000;invertido;13;0;669268
8;DHeapMin;8;100000;invertido;12;0;669268
9;DHeapMin;8;100000;invertido;13;0;669268
10;DHeapMin;8;100000;invertido;12;0;669268
11;DHeapMin;8;100000;invertido;12;0;669268
12;DHeapMin;8;100000;invertido;11;0;669268
13;DHeapMin;8;100000;invertido;17;0;669268
14;DHeapMin;8;100000;invertido;14;0;669268
15;DHeapMin;8;100000;invertido;12;0;669268
16;DHeapMin;8;100000;invertido;11;0;669268
17;DHeapMin;8;100000;invertido;11;0;669268
18;DHeapMin;8;100000;invertido;19;0;669268
19;DHeapMin;8;100000;invertido;17;0;669268
20;DHeapMin;8;100000;invertido;12;0;669268
1;SmoothSort;1;100000;invertido;9;0;1670780
2;SmoothSort;1;100000;invertido;8;0;1670780
3;SmoothSort;1;100000;invertido;9;0;1670780
4;SmoothSort;1;100000;invertido;8;0;1670780
5;SmoothSort;1;100000;invertido;8;0;1670780
6;SmoothSort;1;100000;invertido;8;0;1670780
7;SmoothSort;1;100000;invertido;8;0;1670780
8;SmoothSort;1;100000;invertido;8;0;1670780
9;SmoothSort;1;100000;invertido;8;0;1670780
10;SmoothSort;1;100000;invertido;8;0;1670780
11;SmoothSort;1;100000;invertido;8;0;1670780
12;SmoothSort;1;100000;invertido;8;0;1670780
13;SmoothSort;1;100000;invertido;10;0;1670780
14;SmoothSort;1;100000;invertido;13;0;1670780
15;SmoothSort;1;100000;invertido;11;0;1670780
16;SmoothSort;1;100000;invertido;9;0;1670780
17;SmoothSort;1;100000;invertido;10;0;1670780
18;SmoothSort;1;100000;invertido;8;0;1670780
19;SmoothSort;1;100000;invertido;8;0;1670780
20;SmoothSort;1;100000;invertido;10;0;1670780
1;DHeapMax;2;1000000;aleatorio;296;0;19050153
2;DHeapMax;2;1000000;aleatorio;253;0;19050153
3;DHeapMax;2;1000000;aleatorio;283;0;19050153
4;DHeapMax;2;1000000;aleatorio;303;0;19050153
5;DHeapMax;2;1000000;aleatorio;293;0;19050153
6;DHeapMax;2;1000000;aleatorio;254;0;19050153
7;DHeapMax;2;1000000;aleatorio;260;0;19050153
8;DHeapMax;2;1000000;aleatorio;300;0;19050153
9;DHeapMax;2;1000000;aleatorio;248;0;19050153
